protein_id,buffer,sugar,surfactant,amino_acid,ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score
A1A4S6,citric acid,sucrose,polysorbate 20,none,6.5,40,30.0,100.0,0.08,0.0,0.4158,0.3774,0.3193,0.592,0,0.624
A1A4S6,histidine,sorbitol,poloxamer 188,proline,5.0,25,30.0,100.0,0.01,100.0,0.4002,0.183,0.2513,0.7344,0,0.7334
A1A4S6,acetic acid,trehalose,polysorbate 80,glycine,5.5,4,30.0,100.0,0.08,200.0,0.1722,0.2828,0.3371,0.7998,1,0.7588
A1A4S6,histidine,mannitol,poloxamer 188,glycine,7.0,25,10.0,100.0,0.01,200.0,0.6271,0.2051,0.3397,0.6315,1,0.6079
A1A4S6,citric acid,sorbitol,polysorbate 80,methionine,6.0,40,50.0,100.0,0.045,10.0,0.4457,0.2535,0.3682,0.6454,0,0.6628
A1A4S6,phosphoric acid,sorbitol,polysorbate 80,none,5.5,25,30.0,100.0,0.045,0.0,0.2658,0.29,0.3498,0.7608,0,0.6854
A1L3X0,acetic acid,sorbitol,polysorbate 20,methionine,7.0,40,30.0,100.0,0.01,10.0,0.3874,0.3838,0.4404,0.6174,0,0.6016
A1L3X0,citric acid,mannitol,polysorbate 80,methionine,6.0,40,10.0,300.0,0.08,1.0,0.3444,0.3644,0.2547,0.6649,1,0.7197
A1L3X0,phosphoric acid,sucrose,polysorbate 80,proline,6.5,40,10.0,200.0,0.01,50.0,0.2005,0.546,0.3448,0.6686,0,0.6507
A1L3X0,acetic acid,mannitol,polysorbate 80,methionine,5.0,25,50.0,200.0,0.01,5.5,0.2681,0.3038,0.2435,0.744,0,0.7325
A1L3X0,histidine,mannitol,polysorbate 80,arginine,6.0,4,50.0,300.0,0.045,50.0,0.1952,0.3211,0.1425,0.7831,1,0.8067
A1L3X0,citric acid,sucrose,polysorbate 20,methionine,7.4,4,50.0,200.0,0.045,10.0,0.064,0.2805,0.2473,0.8721,0,0.8147
A1L3X0,histidine,sucrose,polysorbate 80,proline,5.5,4,50.0,300.0,0.08,150.0,0.0764,0.3793,0.1108,0.7895,2,0.8312
A1L3X0,acetic acid,sucrose,polysorbate 20,glycine,6.0,4,10.0,100.0,0.045,200.0,0.1113,0.4212,0.254,0.7832,1,0.7416
A1L3X0,acetic acid,sucrose,polysorbate 80,methionine,7.0,40,10.0,300.0,0.08,10.0,0.1546,0.4091,0.4528,0.6729,1,0.7165
A1L3X0,citric acid,trehalose,polysorbate 20,methionine,5.0,40,30.0,100.0,0.08,5.5,0.1943,0.3611,0.226,0.7179,0,0.751
A1L3X0,citric acid,sucrose,poloxamer 188,proline,5.0,40,50.0,300.0,0.05,150.0,0.2858,0.5487,0.2148,0.657,2,0.655
A1L3X0,histidine,sorbitol,polysorbate 20,arginine,7.4,25,30.0,200.0,0.08,50.0,0.2132,0.3485,0.2489,0.7718,0,0.7444
A1L3X0,phosphoric acid,sucrose,polysorbate 20,glycine,7.4,40,50.0,100.0,0.08,200.0,0.2456,0.5682,0.4437,0.6067,1,0.5964
A1L3X0,phosphoric acid,trehalose,polysorbate 80,proline,7.0,25,50.0,100.0,0.08,100.0,0.1696,0.4281,0.3758,0.7278,0,0.6624
A1L3X0,acetic acid,trehalose,polysorbate 80,arginine,7.4,25,10.0,200.0,0.01,50.0,0.0335,0.428,0.3566,0.7738,0,0.7423
A1L3X0,citric acid,sucrose,polysorbate 20,proline,7.0,25,50.0,200.0,0.045,50.0,0.053,0.4326,0.1913,0.7791,0,0.8068
A1L3X0,citric acid,mannitol,polysorbate 20,arginine,7.4,25,30.0,100.0,0.045,100.0,0.2199,0.4501,0.2205,0.7319,0,0.7108
A1L3X0,acetic acid,sorbitol,polysorbate 20,proline,5.5,25,50.0,200.0,0.045,150.0,0.2249,0.4717,0.2573,0.7126,1,0.6918
A1L3X0,phosphoric acid,sucrose,poloxamer 188,methionine,5.0,25,50.0,100.0,0.05,5.5,0.2326,0.2508,0.2349,0.7711,0,0.7412
A1L3X0,phosphoric acid,sucrose,polysorbate 80,proline,7.4,25,30.0,200.0,0.08,150.0,0.1013,0.4776,0.3526,0.7343,1,0.7219
A1L3X0,acetic acid,trehalose,poloxamer 188,methionine,6.0,25,10.0,300.0,0.03,10.0,0.235,0.3101,0.241,0.7518,1,0.7546
A1L3X0,acetic acid,mannitol,poloxamer 188,arginine,5.0,40,50.0,200.0,0.03,150.0,0.3915,0.5595,0.3525,0.576,1,0.5591
A1L3X0,citric acid,sucrose,polysorbate 80,none,7.4,25,10.0,100.0,0.01,0.0,0.1659,0.4456,0.2813,0.7299,0,0.7503
A1L3X0,citric acid,mannitol,polysorbate 20,methionine,7.0,4,50.0,100.0,0.08,5.5,0.2823,0.2786,0.2301,0.7511,0,0.7429
A1L3X0,phosphoric acid,mannitol,polysorbate 20,arginine,7.0,4,50.0,200.0,0.045,100.0,0.1954,0.4302,0.3393,0.7678,0,0.7256
A1L3X0,phosphoric acid,trehalose,polysorbate 80,arginine,7.4,4,30.0,300.0,0.045,150.0,0.0261,0.4424,0.3422,0.8007,2,0.7337
A1L3X0,histidine,mannitol,polysorbate 20,methionine,5.5,40,30.0,300.0,0.045,1.0,0.3353,0.2583,0.2478,0.7018,1,0.7044
A1L3X0,histidine,trehalose,polysorbate 80,methionine,5.5,40,30.0,100.0,0.08,5.5,0.2736,0.2671,0.2105,0.7228,0,0.7682
A1L3X0,phosphoric acid,sucrose,poloxamer 188,none,6.0,25,10.0,300.0,0.05,0.0,0.2435,0.4325,0.2614,0.7198,1,0.691
A1L3X0,citric acid,mannitol,poloxamer 188,glycine,5.0,4,10.0,100.0,0.03,50.0,0.4029,0.4547,0.1083,0.7103,0,0.6976
A1L3X0,phosphoric acid,mannitol,polysorbate 20,none,5.5,40,10.0,100.0,0.045,0.0,0.3576,0.5496,0.3497,0.5774,0,0.5762
A1L3X0,acetic acid,sorbitol,poloxamer 188,methionine,6.5,40,10.0,100.0,0.03,10.0,0.4562,0.3911,0.3633,0.5884,0,0.5838
A1L3X0,histidine,sorbitol,polysorbate 20,none,6.0,4,50.0,300.0,0.08,0.0,0.2662,0.2847,0.1628,0.7408,1,0.752
A1L3X0,citric acid,trehalose,polysorbate 20,none,5.0,4,50.0,100.0,0.045,0.0,0.0928,0.4157,0.163,0.7962,0,0.7962
A1L3X0,citric acid,trehalose,polysorbate 20,glycine,6.0,40,30.0,100.0,0.045,50.0,0.2249,0.5512,0.2413,0.6207,0,0.6922
A1L3X0,phosphoric acid,trehalose,poloxamer 188,proline,7.0,40,10.0,300.0,0.05,50.0,0.2782,0.5105,0.4312,0.6293,1,0.6232
A1L3X0,citric acid,trehalose,poloxamer 188,none,7.4,40,30.0,300.0,0.01,0.0,0.2826,0.5347,0.3334,0.6514,1,0.6342
A1L3X0,histidine,sucrose,polysorbate 80,none,6.0,40,10.0,300.0,0.045,0.0,0.2059,0.4622,0.2446,0.6749,1,0.7017
A1L3X0,histidine,sorbitol,poloxamer 188,none,6.0,40,30.0,200.0,0.01,0.0,0.4575,0.4409,0.2544,0.5849,0,0.6231
A1L3X0,acetic acid,mannitol,polysorbate 20,arginine,7.4,4,10.0,200.0,0.045,100.0,0.1773,0.4432,0.2998,0.7545,0,0.7131
A1L3X0,acetic acid,trehalose,polysorbate 20,none,5.5,25,50.0,200.0,0.08,0.0,0.1396,0.3837,0.2816,0.7699,0,0.7667
A1L3X0,phosphoric acid,sorbitol,polysorbate 80,proline,7.0,40,10.0,200.0,0.01,100.0,0.3285,0.5539,0.4187,0.5562,0,0.6151
A1L3X0,histidine,mannitol,polysorbate 20,glycine,5.5,4,10.0,200.0,0.045,200.0,0.254,0.346,0.1572,0.7731,1,0.7505
A1L3X0,acetic acid,trehalose,polysorbate 80,proline,7.0,40,30.0,100.0,0.01,100.0,0.2373,0.5897,0.4386,0.5945,0,0.6176
A1L3X0,acetic acid,sorbitol,polysorbate 20,methionine,5.0,4,30.0,300.0,0.045,1.0,0.2762,0.3154,0.2526,0.7215,1,0.7518
A1L3X0,citric acid,mannitol,polysorbate 80,arginine,6.0,25,50.0,300.0,0.08,100.0,0.1286,0.4477,0.1247,0.788,1,0.7834
A1L3X0,phosphoric acid,sucrose,polysorbate 80,methionine,5.5,25,50.0,200.0,0.045,5.5,0.1193,0.3001,0.2721,0.8169,0,0.7757
A1L3X0,histidine,sorbitol,polysorbate 80,none,7.0,4,30.0,300.0,0.045,0.0,0.2719,0.3654,0.2152,0.7505,1,0.731
A1L3X0,histidine,sorbitol,poloxamer 188,methionine,7.0,25,50.0,300.0,0.05,1.0,0.3341,0.2192,0.2368,0.7558,1,0.7261
A1L3X0,citric acid,sucrose,polysorbate 20,proline,6.0,40,30.0,100.0,0.01,150.0,0.2268,0.5197,0.211,0.693,1,0.6731
A1L3X0,acetic acid,sucrose,polysorbate 80,arginine,5.5,40,30.0,200.0,0.08,100.0,0.0999,0.4986,0.327,0.6686,0,0.7452
A1L3X0,citric acid,trehalose,polysorbate 20,none,6.0,4,30.0,300.0,0.08,0.0,0.1233,0.4279,0.1848,0.805,1,0.7604
A1L3X0,phosphoric acid,mannitol,poloxamer 188,none,7.0,25,50.0,300.0,0.03,0.0,0.268,0.4875,0.312,0.6512,1,0.6734
A1L3X0,acetic acid,sucrose,polysorbate 20,proline,7.4,4,30.0,300.0,0.045,150.0,0.1662,0.4693,0.3511,0.7344,2,0.7045
A1L3X0,histidine,sorbitol,polysorbate 20,none,7.0,4,50.0,100.0,0.08,0.0,0.2991,0.3473,0.2419,0.7265,0,0.6885
A1L3X0,acetic acid,trehalose,poloxamer 188,none,6.5,4,50.0,100.0,0.01,0.0,0.2179,0.4078,0.2378,0.7232,0,0.6971
A1L3X0,histidine,trehalose,polysorbate 80,methionine,6.0,25,10.0,200.0,0.08,1.0,0.1151,0.2195,0.1582,0.8251,0,0.8209
A1L3X0,acetic acid,sorbitol,poloxamer 188,arginine,7.4,4,50.0,100.0,0.05,100.0,0.3246,0.422,0.3353,0.6875,0,0.6236
A1L3X0,acetic acid,sorbitol,polysorbate 20,glycine,6.5,40,30.0,300.0,0.045,200.0,0.3462,0.515,0.3278,0.5979,2,0.5768
A1L3X0,phosphoric acid,sorbitol,polysorbate 80,glycine,6.0,40,30.0,100.0,0.045,125.0,0.3896,0.5412,0.3508,0.5661,1,0.6038
A2A2Y4,citric acid,sorbitol,polysorbate 20,methionine,6.0,40,50.0,200.0,0.045,1.0,0.6501,0.2491,0.2088,0.5843,0,0.6036
A2A2Y4,acetic acid,sorbitol,polysorbate 20,glycine,6.0,4,30.0,300.0,0.01,125.0,0.5309,0.2937,0.1931,0.6329,2,0.6766
A2A2Y4,acetic acid,mannitol,poloxamer 188,methionine,5.5,4,50.0,200.0,0.05,10.0,0.474,0.1438,0.192,0.7467,0,0.7038
A2A2Y4,phosphoric acid,trehalose,polysorbate 80,none,7.4,40,10.0,100.0,0.01,0.0,0.2579,0.3942,0.4119,0.6295,0,0.6979
A2A2Y4,citric acid,trehalose,polysorbate 80,arginine,6.5,25,50.0,200.0,0.01,150.0,0.1307,0.3139,0.119,0.838,1,0.8141
A2A2Y4,citric acid,sucrose,poloxamer 188,glycine,6.5,40,30.0,200.0,0.05,50.0,0.4424,0.4086,0.2034,0.6291,0,0.6836
A2A2Y4,phosphoric acid,mannitol,polysorbate 20,arginine,5.0,40,50.0,100.0,0.08,150.0,0.2813,0.3803,0.3046,0.7141,1,0.666
A2A2Y4,histidine,trehalose,polysorbate 20,glycine,5.0,25,30.0,100.0,0.08,125.0,0.1772,0.2413,0.0953,0.8491,1,0.8607
A2A2Y4,histidine,sucrose,polysorbate 20,none,7.0,4,30.0,200.0,0.045,0.0,0.0924,0.2036,0.1947,0.8427,0,0.8305
A2A2Y4,acetic acid,trehalose,poloxamer 188,methionine,6.0,4,10.0,200.0,0.01,10.0,0.4596,0.1584,0.1909,0.7351,0,0.6802
A2A2Y4,acetic acid,mannitol,poloxamer 188,glycine,5.0,40,30.0,200.0,0.05,200.0,0.4712,0.4244,0.2665,0.5884,1,0.6288
A2A2Y4,citric acid,trehalose,poloxamer 188,methionine,6.5,40,30.0,100.0,0.03,10.0,0.4267,0.2912,0.2147,0.6349,0,0.6764
A2A2Y4,histidine,trehalose,polysorbate 80,methionine,6.0,4,10.0,200.0,0.045,1.0,0.4131,0.0592,0.1171,0.7752,0,0.7853
A2A2Y4,acetic acid,mannitol,polysorbate 20,proline,7.0,40,50.0,100.0,0.045,150.0,0.3281,0.4055,0.3883,0.6048,1,0.6554
A2A2Y4,phosphoric acid,trehalose,polysorbate 80,arginine,6.5,25,10.0,200.0,0.08,150.0,0.1991,0.3199,0.1845,0.7812,1,0.7933
A2A2Y4,phosphoric acid,sucrose,poloxamer 188,proline,6.0,40,10.0,100.0,0.01,100.0,0.6172,0.4541,0.3142,0.5079,0,0.5164
A2A2Y4,citric acid,sorbitol,poloxamer 188,none,6.0,25,50.0,300.0,0.03,0.0,0.6337,0.3047,0.1205,0.6502,1,0.6033
A2A2Y4,citric acid,trehalose,poloxamer 188,none,5.0,40,30.0,300.0,0.05,0.0,0.2547,0.371,0.2165,0.6715,1,0.6788
A2A2Y4,phosphoric acid,sucrose,poloxamer 188,arginine,5.0,40,50.0,100.0,0.05,150.0,0.2596,0.4576,0.3062,0.6644,1,0.6686
A2A2Y4,citric acid,trehalose,polysorbate 20,none,6.5,4,50.0,100.0,0.08,0.0,0.26,0.3261,0.1005,0.7834,0,0.7744
A2A2Y4,acetic acid,sucrose,poloxamer 188,methionine,5.0,25,10.0,300.0,0.03,5.5,0.1746,0.1775,0.2028,0.8212,1,0.8268
A2A2Y4,histidine,sorbitol,poloxamer 188,proline,7.4,4,30.0,200.0,0.01,150.0,0.3269,0.2083,0.2062,0.7873,1,0.7544
A2A2Y4,citric acid,sucrose,polysorbate 80,methionine,6.0,40,10.0,300.0,0.01,1.0,0.4789,0.2741,0.2341,0.6405,1,0.6562
A2A2Y4,acetic acid,sucrose,polysorbate 20,methionine,5.5,4,50.0,300.0,0.08,5.5,0.2053,0.1364,0.2002,0.8247,1,0.8131
A2A2Y4,phosphoric acid,sorbitol,polysorbate 20,methionine,6.5,4,50.0,300.0,0.08,1.0,0.3814,0.1683,0.2049,0.7657,1,0.7368
A2A2Y4,phosphoric acid,sucrose,polysorbate 80,none,6.5,40,10.0,300.0,0.01,0.0,0.2704,0.3889,0.3035,0.6403,1,0.6961
A2A2Y4,histidine,sucrose,polysorbate 20,methionine,7.4,40,50.0,200.0,0.08,5.5,0.2497,0.1821,0.3021,0.7649,0,0.7578
A2A2Y4,citric acid,trehalose,polysorbate 20,proline,5.5,25,10.0,300.0,0.01,50.0,0.2345,0.2954,0.1003,0.7897,1,0.7909
A2A2Y4,acetic acid,sucrose,polysorbate 80,glycine,5.0,4,50.0,100.0,0.045,200.0,0.1328,0.3078,0.2151,0.8353,1,0.809
A2A2Y4,histidine,trehalose,poloxamer 188,arginine,6.5,25,10.0,300.0,0.01,50.0,0.2051,0.1566,0.125,0.8186,1,0.829
A2A2Y4,citric acid,mannitol,polysorbate 80,none,6.0,40,50.0,300.0,0.045,0.0,0.5946,0.3717,0.2172,0.5724,1,0.574
A2A2Y4,citric acid,mannitol,polysorbate 80,none,5.5,25,30.0,200.0,0.01,0.0,0.3336,0.2968,0.1142,0.7251,0,0.7469
A2A2Y4,citric acid,sorbitol,poloxamer 188,methionine,5.0,25,50.0,300.0,0.03,10.0,0.3442,0.1693,0.1087,0.7703,1,0.8028
A2A2Y4,phosphoric acid,sorbitol,polysorbate 20,glycine,6.0,25,10.0,300.0,0.045,50.0,0.5249,0.3072,0.1877,0.6515,1,0.6239
A2A2Y4,citric acid,mannitol,poloxamer 188,glycine,6.5,4,50.0,200.0,0.03,200.0,0.4911,0.3419,0.0789,0.6529,1,0.7067
A2A2Y4,citric acid,sorbitol,polysorbate 80,proline,5.5,25,50.0,100.0,0.045,100.0,0.4217,0.2943,0.1271,0.7055,0,0.7414
A2A2Y4,histidine,trehalose,polysorbate 80,proline,6.5,40,50.0,300.0,0.01,50.0,0.35,0.2979,0.2495,0.6586,1,0.7106
A2A2Y4,citric acid,trehalose,polysorbate 20,glycine,6.0,25,10.0,100.0,0.01,200.0,0.422,0.3337,0.1376,0.7042,1,0.6748
A2A2Y4,histidine,sorbitol,polysorbate 80,none,7.4,4,30.0,100.0,0.08,0.0,0.2843,0.1941,0.2466,0.7814,0,0.7468
A2A2Y4,phosphoric acid,mannitol,polysorbate 20,methionine,7.0,40,30.0,200.0,0.045,5.5,0.3594,0.2308,0.3869,0.6837,0,0.6578
A2A2Y4,acetic acid,sorbitol,polysorbate 80,methionine,6.0,4,30.0,200.0,0.045,1.0,0.5149,0.1684,0.2301,0.7119,0,0.6944
A2A2Y4,citric acid,trehalose,polysorbate 80,proline,7.0,40,50.0,300.0,0.045,100.0,0.1645,0.3793,0.3364,0.6967,1,0.7145
A2A2Y4,citric acid,trehalose,polysorbate 20,glycine,6.5,40,10.0,200.0,0.08,200.0,0.3862,0.4188,0.2155,0.6701,1,0.6424
A2A2Y4,phosphoric acid,mannitol,polysorbate 20,methionine,6.5,4,50.0,200.0,0.01,1.0,0.4242,0.1588,0.2117,0.7709,0,0.7293
A2A2Y4,acetic acid,trehalose,poloxamer 188,arginine,7.0,4,10.0,300.0,0.01,50.0,0.1233,0.3292,0.299,0.7753,1,0.7413
A2A2Y4,acetic acid,trehalose,poloxamer 188,glycine,5.0,40,10.0,100.0,0.01,200.0,0.269,0.4488,0.2843,0.6465,1,0.6669
A2A2Y4,acetic acid,mannitol,polysorbate 80,none,7.4,40,50.0,200.0,0.08,0.0,0.363,0.424,0.4235,0.5812,0,0.5972
A2A2Y4,acetic acid,sucrose,polysorbate 80,none,7.0,25,10.0,100.0,0.08,0.0,0.129,0.3027,0.3385,0.7997,0,0.7707
A2A2Y4,phosphoric acid,mannitol,polysorbate 80,none,7.4,40,30.0,100.0,0.01,0.0,0.3904,0.4312,0.41,0.5566,0,0.5995
A2A2Y4,histidine,trehalose,polysorbate 80,glycine,7.0,40,30.0,200.0,0.045,125.0,0.1843,0.2971,0.3181,0.7483,1,0.7422
A2A2Y4,histidine,mannitol,polysorbate 20,methionine,7.0,4,50.0,100.0,0.045,10.0,0.2798,0.0917,0.2112,0.8704,0,0.8085
A2A2Y4,histidine,sucrose,polysorbate 80,methionine,6.5,25,50.0,200.0,0.01,10.0,0.1935,0.0728,0.114,0.9038,0,0.88
A2A2Y4,histidine,trehalose,polysorbate 80,methionine,6.5,40,30.0,300.0,0.01,10.0,0.3255,0.1332,0.2022,0.7224,1,0.7576
A2A2Y4,histidine,trehalose,polysorbate 80,none,6.5,25,10.0,100.0,0.08,0.0,0.2806,0.2411,0.1142,0.7686,0,0.79
A2A2Y4,phosphoric acid,sucrose,polysorbate 80,proline,5.0,4,50.0,100.0,0.08,100.0,0.1639,0.2955,0.2037,0.8054,0,0.769
A2A2Y4,histidine,mannitol,polysorbate 80,none,5.5,40,30.0,300.0,0.08,0.0,0.5141,0.3053,0.2147,0.5921,1,0.6296
A2A2Y4,phosphoric acid,sorbitol,poloxamer 188,glycine,7.4,40,10.0,300.0,0.05,125.0,0.4588,0.4002,0.4409,0.5502,2,0.5686
A2A2Y4,histidine,sucrose,polysorbate 20,glycine,5.0,25,50.0,300.0,0.08,125.0,0.1226,0.1793,0.0711,0.8524,2,0.9011
A2A2Y4,phosphoric acid,sucrose,poloxamer 188,proline,6.5,25,10.0,200.0,0.05,100.0,0.3298,0.3589,0.1951,0.7251,0,0.7328
A2A2Y4,acetic acid,trehalose,poloxamer 188,none,7.4,25,10.0,300.0,0.03,0.0,0.2473,0.3489,0.3305,0.7508,1,0.7091
A2RU14,citric acid,sucrose,polysorbate 80,proline,5.5,25,50.0,300.0,0.01,150.0,0.236,0.1759,0.0,0.8528,2,0.8494
A2RU14,acetic acid,mannitol,polysorbate 20,arginine,5.0,4,30.0,200.0,0.045,100.0,0.2857,0.2009,0.0691,0.8134,0,0.8343
A2RU14,histidine,trehalose,polysorbate 80,glycine,6.5,25,50.0,300.0,0.08,125.0,0.4169,0.0831,0.0,0.771,2,0.8067
A2RU14,histidine,sucrose,polysorbate 80,proline,7.0,4,50.0,300.0,0.045,100.0,0.4205,0.1172,0.0626,0.7636,1,0.8149
A2RU14,histidine,mannitol,polysorbate 20,methionine,5.0,40,50.0,100.0,0.08,10.0,0.5326,0.0486,0.0455,0.6941,0,0.7513
A2RU14,citric acid,sorbitol,polysorbate 80,glycine,6.0,25,30.0,200.0,0.01,50.0,0.5004,0.2247,0.0,0.7227,0,0.71
A2RU14,citric acid,sorbitol,polysorbate 20,methionine,6.0,25,10.0,200.0,0.045,1.0,0.472,0.0016,0.0,0.8078,0,0.8014
A2RU14,acetic acid,trehalose,polysorbate 20,arginine,5.5,25,10.0,200.0,0.045,150.0,0.1014,0.1972,0.0393,0.869,1,0.831
A2RU14,acetic acid,mannitol,polysorbate 20,proline,6.5,40,50.0,100.0,0.045,100.0,0.7336,0.3224,0.1832,0.514,0,0.5428
A2RU14,citric acid,sorbitol,polysorbate 20,glycine,6.5,25,30.0,300.0,0.08,200.0,0.6152,0.167,0.0,0.7192,2,0.7284
A2RU14,acetic acid,trehalose,polysorbate 20,methionine,6.0,25,30.0,100.0,0.08,1.0,0.3314,0.0329,0.0324,0.8345,0,0.8433
A2RU14,citric acid,sucrose,poloxamer 188,methionine,7.4,4,30.0,200.0,0.05,1.0,0.4318,0.0552,0.0339,0.8338,0,0.7951
A2RU14,acetic acid,sorbitol,polysorbate 80,proline,5.5,25,50.0,100.0,0.08,100.0,0.3953,0.172,0.0015,0.8077,0,0.8046
A2RU14,acetic acid,sucrose,polysorbate 20,none,6.5,40,30.0,300.0,0.08,0.0,0.5427,0.2883,0.1603,0.5831,1,0.6378
A2RU14,acetic acid,sucrose,polysorbate 20,none,7.0,40,10.0,100.0,0.01,0.0,0.5813,0.2619,0.2559,0.5606,0,0.6215
A2RU14,phosphoric acid,trehalose,poloxamer 188,none,5.0,40,50.0,300.0,0.05,0.0,0.4115,0.2547,0.1733,0.6596,1,0.6908
A2RU14,acetic acid,mannitol,polysorbate 20,arginine,5.0,4,30.0,100.0,0.08,150.0,0.322,0.2099,0.0297,0.8035,1,0.8079
A2RU14,citric acid,sorbitol,polysorbate 20,methionine,6.5,40,50.0,300.0,0.08,1.0,0.7219,0.1405,0.0427,0.594,1,0.658
A2RU14,phosphoric acid,sucrose,polysorbate 20,arginine,6.0,25,10.0,100.0,0.08,50.0,0.2223,0.1285,0.0587,0.8789,0,0.8077
A2RU14,phosphoric acid,mannitol,polysorbate 20,methionine,5.5,40,30.0,200.0,0.045,1.0,0.449,0.1493,0.1911,0.6878,0,0.7037
A2RU14,acetic acid,sorbitol,polysorbate 20,arginine,6.0,4,50.0,100.0,0.01,100.0,0.399,0.2145,0.0371,0.7527,0,0.7553
A2RU14,histidine,trehalose,poloxamer 188,glycine,7.0,4,50.0,100.0,0.03,200.0,0.5288,0.0894,0.0825,0.7516,1,0.7318
A2RU14,acetic acid,sorbitol,polysorbate 80,methionine,7.4,4,10.0,300.0,0.08,5.5,0.4454,0.0057,0.1677,0.7851,1,0.7662
A2RU14,acetic acid,sucrose,poloxamer 188,none,5.5,25,50.0,200.0,0.03,0.0,0.4251,0.1929,0.035,0.7566,0,0.7846
A2RU14,histidine,trehalose,polysorbate 80,proline,7.4,4,50.0,100.0,0.08,50.0,0.3408,0.0582,0.0684,0.8192,0,0.8632
A2RU14,phosphoric acid,mannitol,polysorbate 80,methionine,5.0,25,50.0,200.0,0.08,10.0,0.4117,0.028,0.0756,0.8132,0,0.8213
A2RU14,phosphoric acid,sorbitol,poloxamer 188,methionine,7.0,4,30.0,200.0,0.03,10.0,0.7053,0.02,0.1371,0.705,0,0.664
A2RU14,citric acid,mannitol,poloxamer 188,none,5.0,40,10.0,200.0,0.01,0.0,0.5672,0.2679,0.0585,0.6723,0,0.6539
A2RU14,citric acid,mannitol,polysorbate 80,glycine,6.0,40,10.0,300.0,0.045,125.0,0.5518,0.3152,0.0484,0.6341,2,0.6489
A2RU14,citric acid,sorbitol,polysorbate 20,glycine,6.5,40,50.0,300.0,0.08,50.0,0.714,0.2832,0.0697,0.5893,1,0.6603
A2RU14,citric acid,sorbitol,polysorbate 20,glycine,5.5,25,30.0,300.0,0.01,125.0,0.38,0.1935,0.0,0.7829,2,0.7967
A2RU14,histidine,sorbitol,polysorbate 80,glycine,6.5,40,50.0,300.0,0.045,125.0,0.6922,0.1903,0.0764,0.5806,2,0.6659
A2RU14,acetic acid,sorbitol,poloxamer 188,methionine,6.5,4,10.0,300.0,0.01,1.0,0.7406,0.0346,0.0076,0.6797,1,0.717
A2RU14,phosphoric acid,sucrose,polysorbate 20,glycine,7.0,25,10.0,200.0,0.08,200.0,0.4401,0.167,0.1399,0.7627,1,0.7428
A2RU14,acetic acid,sucrose,poloxamer 188,arginine,6.0,40,30.0,300.0,0.01,150.0,0.4139,0.2796,0.1422,0.6537,2,0.7402
A2RU14,acetic acid,trehalose,polysorbate 20,arginine,7.4,40,10.0,200.0,0.01,100.0,0.3311,0.3113,0.2804,0.688,0,0.6814
A2RU14,phosphoric acid,mannitol,polysorbate 80,methionine,5.0,4,10.0,300.0,0.08,10.0,0.3747,0.0365,0.0319,0.8393,1,0.806
A2RU14,phosphoric acid,sorbitol,polysorbate 80,none,5.5,4,10.0,100.0,0.08,0.0,0.4316,0.1777,0.054,0.7689,0,0.7527
A2RU14,phosphoric acid,mannitol,poloxamer 188,none,5.5,25,50.0,200.0,0.03,0.0,0.4969,0.1775,0.0674,0.7076,0,0.7303
A2RU14,phosphoric acid,sucrose,polysorbate 80,methionine,5.0,25,50.0,100.0,0.08,1.0,0.3041,0.017,0.0364,0.8763,0,0.8659
A2RU14,citric acid,trehalose,poloxamer 188,proline,5.5,40,30.0,200.0,0.01,150.0,0.4398,0.2967,0.0627,0.6947,1,0.7244
A2RU14,phosphoric acid,sorbitol,polysorbate 20,methionine,5.0,40,10.0,200.0,0.08,10.0,0.472,0.1504,0.188,0.6758,0,0.6902
A2RU14,phosphoric acid,mannitol,polysorbate 20,methionine,6.0,40,10.0,300.0,0.01,10.0,0.5843,0.1346,0.1065,0.6715,1,0.6832
A2RU14,acetic acid,mannitol,polysorbate 80,none,6.5,4,30.0,100.0,0.045,0.0,0.6317,0.1936,0.0538,0.6927,0,0.6644
A2RU14,phosphoric acid,mannitol,polysorbate 20,proline,7.0,40,10.0,300.0,0.045,100.0,0.6895,0.2818,0.2648,0.549,1,0.5415
A2RU14,histidine,sucrose,polysorbate 80,methionine,5.0,4,10.0,200.0,0.045,1.0,0.2619,0.0,0.0,0.9026,0,0.932
A2RU14,acetic acid,trehalose,poloxamer 188,glycine,7.4,25,10.0,200.0,0.01,200.0,0.4141,0.18,0.1496,0.7444,1,0.7515
A2RU14,phosphoric acid,mannitol,polysorbate 80,proline,7.4,40,10.0,100.0,0.045,150.0,0.539,0.2659,0.2286,0.6279,1,0.6703
A2RU14,phosphoric acid,trehalose,polysorbate 20,arginine,7.4,4,10.0,100.0,0.045,50.0,0.2543,0.1836,0.1514,0.8362,0,0.7792
A2RU14,citric acid,trehalose,poloxamer 188,methionine,5.0,4,50.0,200.0,0.01,5.5,0.3364,0.0565,0.0,0.8523,0,0.8685
A2RU14,citric acid,sorbitol,polysorbate 80,glycine,6.5,4,50.0,100.0,0.01,125.0,0.5533,0.2005,0.0,0.6819,1,0.7287
A2RU14,phosphoric acid,mannitol,polysorbate 80,methionine,5.5,40,50.0,100.0,0.01,10.0,0.5372,0.1342,0.1691,0.6933,0,0.7205
